text,label,emotion,cleaned_text,word_count,char_count,avg_word_length,capital_count,exclaim_count,question_count,negation_count
im feeling distracted i tend to practice with my eyes shut as much as possible,3,anger,im feeling distracted tend practice eyes shut much possible,15,78,4.266666666666667,0,0,0,0
i feel like its perfect a w see youtube has its influences i even know trends,1,joy,feel like perfect w see youtube influences even know trends,16,77,3.875,0,0,0,0
i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,4,fear,specifically wanted tango feeling shy maks quite opposite hard far enough away good pics lol,25,129,4.2,0,0,0,0
i also didn t feel very weird sleeping in my bed while the two of them slept in hers,4,fear,didn feel weird sleeping bed while two slept hers,19,84,3.473684210526316,0,0,0,0
i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,0,sadness,wish okay thinking earlier today heres thing cooped amp restless made feel needy,28,136,3.892857142857143,0,0,0,0
ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,1,joy,ive lost weight such fit tiny skirt ive unable wear because didnt feel confident until,28,136,3.892857142857143,0,0,0,0
i hope to feel a bit more creative again soon and miss its presence in my life blog,1,joy,hope feel bit creative soon miss presence life blog,18,83,3.6666666666666665,0,0,0,0
i am no fan of the current president i am a conservative and it made me feel unwelcome,0,sadness,no fan current president conservative made feel unwelcome,18,86,3.8333333333333335,0,0,0,1
i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,5,surprise,enclose verses not weigh much thinking feeling curious hear odd couple,21,110,4.285714285714286,0,0,0,1
i begin to feel complacent with my life here,1,joy,begin feel complacent life,9,44,4.0,0,0,0,0
i feel vulnerable and alone,4,fear,feel vulnerable alone,5,27,4.6,0,0,0,0
i remember feeling inspired and thinking that it was a fine example of parenting,1,joy,remember feeling inspired thinking fine example parenting,14,80,4.785714285714286,0,0,0,0
i feel like i m always the one getting punished for stupid things and i feel like i m being chastised for behaving,0,sadness,feel like m always one getting punished stupid things feel like m chastised behaving,23,114,4.0,0,0,0,0
i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same,1,joy,feel life perfect right isnt much ask hope everything stay same,28,130,3.6785714285714284,0,0,0,0
im there i simply feel contented,1,joy,im simply feel contented,6,32,4.5,0,0,0,0
im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone,1,joy,im not saying cut everyone life feel important find comfort solitude meditation working projects alone,25,136,4.48,0,0,0,1
i think im just being stupid feeling nervous,4,fear,think im stupid feeling nervous,8,44,4.625,0,0,0,0
i feel honored by it,1,joy,feel honored,5,20,3.2,0,0,0,0
i was feeling an act of god at work in my life and it was an amazing feeling,5,surprise,feeling act god work life amazing feeling,18,76,3.2777777777777777,0,0,0,0
i feel im like a bird flying in the air in a very carefree manner,1,joy,feel im like bird flying air carefree manner,15,65,3.4,0,0,0,0
i have to revise my replies over and over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended,3,anger,revise replies over over mind make sure reply sounds appropriate enough person receive reply not feel offended,35,182,4.228571428571429,0,0,0,1
i felt sad when a friend of mine died and i felt that something had irrevocably gone away from me,0,sadness,felt sad friend mine died felt something irrevocably gone away,20,97,3.9,0,0,0,0
i died would alex and matt feel regretful for not coming to visit,0,sadness,died alex matt feel regretful not coming visit,13,65,4.076923076923077,0,0,0,1
i feel that educating families and supporting and educationg mamas and papas is key,1,joy,feel educating families supporting educationg mamas papas key,14,83,5.0,0,0,0,0
im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling,3,anger,im sure because lost feel like everyone hostile toward hate feeling,22,106,3.8636363636363638,0,0,0,0
i feel like these are very boring sewing makes since they are so easy and there is nothing else to say about them than my fabric usage,0,sadness,feel like boring sewing makes since easy nothing else say fabric usage,27,134,4.0,0,0,0,0
i have always liked to use the original fragrance to freshen up and lightly scent my underwear drawer to feel gorgeously glamorous and girly,1,joy,always liked use original fragrance freshen lightly scent underwear drawer feel gorgeously glamorous girly,24,140,4.875,0,0,0,0
i feel like i talented young man i don t feel talented then i don t to work with,1,joy,feel like talented young man don feel talented don work,19,80,3.263157894736842,0,0,0,0
i feel curious about all this things around,5,surprise,feel curious things around,8,43,4.5,0,0,0,0
i feel the reason were apart of each others lives is because im in his to help him become something to push him to succeed and be successful and happy,1,joy,feel reason apart others lives because im help become something push succeed successful happy,30,150,4.033333333333333,0,0,0,0
i feel now so uncomfortable with all of them i guess is me,4,fear,feel uncomfortable guess,13,58,3.5384615384615383,0,0,0,0
i feel pretty mellow so far about whatever healing wounding process may be getting underway,1,joy,feel pretty mellow far whatever healing wounding process may getting underway,15,91,5.133333333333334,0,0,0,0
i wonder sometimes whether i have just added to the antagonism and misunderstanding that many people have towards those of us who feel reluctant to wholeheartedly support the traditional armistice day remembrances,4,fear,wonder sometimes whether added antagonism misunderstanding many people towards feel reluctant wholeheartedly support traditional armistice day remembrances,32,213,5.6875,0,0,0,0
i legs would feel shitty for a few miles but would come around like they always do,0,sadness,legs feel shitty few miles come around like always,17,82,3.8823529411764706,0,0,0,0
i know its an unfair reaction but i have run out of ways to explain how i feel shaken is the best i can come up with right now,4,fear,know unfair reaction run ways explain feel shaken best come right,29,126,3.3793103448275863,0,0,0,0
i seriously feel so blessed for the support that i have at home it s amazing,2,love,seriously feel blessed support home amazing,16,76,3.8125,0,0,0,0
i feel abused and maligned but mostly tired of the nervous feeling anticipating danger,0,sadness,feel abused maligned mostly tired nervous feeling anticipating danger,14,86,5.214285714285714,0,0,0,0
i am feeling pretty restless right now while typing this,4,fear,feeling pretty restless right while typing,10,56,4.7,0,0,0,0
i know gosman s is a touristy place to go if you are in the montauk area but infrequent visitors to this area want to head there for the harbor feel the gentle cawing of the seagulls lapping water against the wood pilings and relaxing breeze coming in off the water,2,love,know gosman touristy place go montauk area infrequent visitors area want head harbor feel gentle cawing seagulls lapping water against wood pilings relaxing breeze coming water,51,265,4.215686274509804,0,0,0,0
i have to admit these hilarious e cards are seriously exactly how i feel i am so stressed out i feel at any moment i could start hy,0,sadness,admit hilarious e cards seriously exactly feel stressed feel any moment start hy,28,131,3.7142857142857144,0,0,0,0
